
                  X               _temp_1     

                0.              -188.913E-06  
                2.65074E-06      146.204      
                5.30002E-06     -216.329      
                7.95091E-06       55.8093     
               10.6002E-06       -12.7635     
               13.2511E-06      -206.38       
               15.9001E-06       -28.7813     
               18.551E-06        -86.5773     
               21.2004E-06      -226.781      
               23.8513E-06       -38.1903     
               26.5007E-06      -150.484      
               29.15E-06        -207.519      
               31.801E-06        -48.7515     
               34.4503E-06      -198.657      
               37.1013E-06      -152.707      
               39.7507E-06      -101.527      
               42.4E-06         -216.638      
               45.051E-06       -166.872      
               47.7003E-06      -134.408      
               50.3513E-06      -207.029      
               53.0006E-06      -161.451      
               55.65E-06        -147.299      
               58.3009E-06      -223.624      
               60.9503E-06      -155.076      
               63.6013E-06      -182.55       
               66.2506E-06      -211.998      
               68.9016E-06      -166.372      
               71.5509E-06      -208.155      
               74.2003E-06      -208.593      
               76.8512E-06      -179.566      
               79.5006E-06      -206.5        
               82.1516E-06      -208.852      
               84.8009E-06      -190.242      
               87.4503E-06      -221.578      
               90.1012E-06      -212.352      
               92.7506E-06      -201.455      
               95.4015E-06      -231.729      
               98.0509E-06      -215.81       
              100.7E-06         -221.461      
              103.351E-06       -231.42       
              106.001E-06       -220.054      
              108.652E-06       -230.224      
              111.301E-06       -237.625      
              113.95E-06        -228.438      
              116.601E-06       -233.86       
              119.251E-06       -241.074      
              121.901E-06       -236.191      
              124.551E-06       -249.233      
              127.201E-06       -248.455      
              129.851E-06       -242.28       
              132.501E-06       -252.219      
              135.151E-06       -252.909      
              137.8E-06         -255.485      
              140.451E-06       -261.481      
              143.101E-06       -258.908      
              145.751E-06       -260.974      
              148.4E-06         -265.891      
              151.051E-06       -264.731      
              153.7E-06         -271.558      
              156.351E-06       -274.105      
              159.001E-06       -227.11       
              161.651E-06       -260.71       
              164.3E-06         -268.138      
              166.951E-06       -268.214      
              169.601E-06       -271.758      
              172.25E-06        -273.251      
              174.901E-06       -275.116      
              177.55E-06        -283.779      
              180.2E-06         -285.985      
              182.85E-06        -285.338      
              185.5E-06         -287.758      
              188.15E-06        -287.019      
              190.8E-06         -259.159      
              193.451E-06       -251.131      
              196.1E-06         -274.711      
              198.751E-06       -280.301      
              201.4E-06         -284.376      
              204.05E-06        -291.196      
              206.7E-06         -296.815      
              209.351E-06       -293.         
              212.001E-06       -296.923      
              214.651E-06       -306.765      
              217.301E-06       -315.049      
              219.951E-06       -314.738      
              222.6E-06         -314.807      
              225.251E-06       -305.193      
              227.9E-06         -325.637      
              230.55E-06        -324.186      
              233.201E-06       -207.673      
              235.85E-06        -266.576      
              238.501E-06       -309.637      
              241.151E-06       -321.951      
              243.8E-06         -119.173      
              246.451E-06       -168.532      
              249.101E-06       -168.387      
              251.751E-06       -228.584      
              254.401E-06       -177.767      
              257.05E-06        -223.627      
              259.702E-06       -253.288      
              262.351E-06       -264.489      
              265.001E-06       -256.423      
              267.651E-06       -281.885      
              270.3E-06         -299.899      
              272.95E-06        -293.991      
              275.601E-06       -279.364      
              278.251E-06       -306.115      
              280.9E-06         -301.326      
              283.55E-06        -284.823      
              286.2E-06         -257.829      
              288.85E-06        -243.343      
              291.501E-06       -303.921      
              294.151E-06       -286.765      
              296.801E-06       -297.65       
              299.45E-06        -303.468      
              302.1E-06         -306.743      
              304.751E-06       -318.914      
              307.401E-06       -295.097      
              310.05E-06        -292.903      
              312.701E-06       -289.937      
              315.35E-06        -306.427      
              318.E-06          -199.214      
              320.65E-06        -230.137      
              323.301E-06       -243.064      
              325.95E-06        -244.098      
              328.601E-06       -213.691      
              331.251E-06       -125.224      
              333.9E-06         -129.007      
              336.55E-06        -212.267      
              339.2E-06         -243.665      
              341.851E-06       -115.049      
              344.501E-06       -183.784      
              347.151E-06       -221.877      
              349.801E-06       -244.558      
              352.451E-06       -270.536      
              355.101E-06       -278.881      
              357.75E-06        -303.292      
              360.4E-06         -305.097      
              363.05E-06        -168.559      
              365.701E-06       -211.128      
              368.351E-06       -264.316      
              371.001E-06       -285.748      
              373.651E-06       -297.597      
              376.3E-06         -254.241      
              378.95E-06        -277.79       
              381.601E-06       -157.377      
              384.251E-06       -217.263      
              386.901E-06       -222.095      
              389.551E-06       -233.391      
              392.2E-06         -232.343      
              394.85E-06        -212.056      
              397.501E-06       -231.595      
              400.151E-06       -233.711      
              402.801E-06       -153.771      
              405.451E-06       -201.185      
              408.1E-06         -228.795      
              410.75E-06        -211.727      
              413.401E-06       -206.23       
              416.051E-06       -210.152      
              418.7E-06         -220.136      
              421.35E-06        -211.504      
              424.001E-06       -172.495      
              426.65E-06        -188.231      
              429.3E-06         -217.197      
              431.951E-06       -206.563      
              434.601E-06       -222.586      
              437.251E-06       -220.332      
              439.901E-06       -215.41       
              442.55E-06        -241.235      
              445.2E-06         -225.751      
              447.851E-06       -224.887      
              450.501E-06       -215.901      
              453.151E-06       -219.076      
              455.801E-06       -209.288      
              458.45E-06        -210.87       
              461.1E-06         -238.418      
              463.751E-06       -231.688      
              466.401E-06       -237.024      
              469.051E-06       -209.883      
              471.701E-06       -221.885      
              474.35E-06        -226.852      
              477.002E-06       -238.522      
              479.651E-06       -228.247      
              482.301E-06       -227.362      
              484.951E-06       -215.633      
              487.6E-06         -223.627      
              490.25E-06        -235.061      
              492.901E-06       -236.749      
              495.551E-06       -221.122      
              498.201E-06       -236.647      
              500.851E-06       -223.492      
              503.5E-06         -211.143      
              506.15E-06        -191.937      
              508.801E-06       -227.668      
              511.451E-06       -217.143      
              514.101E-06       -226.93       
              516.751E-06       -220.322      
              519.4E-06         -240.292      
              522.05E-06        -219.655      
              524.701E-06       -210.727      
              527.351E-06       -213.983      
              530.001E-06       -222.783      
              532.651E-06       -187.649      
              535.3E-06         -208.572      
              537.95E-06        -215.779      
              540.601E-06       -232.335      
              543.251E-06       -216.996      
              545.901E-06       -219.104      
              548.55E-06        -230.791      
              551.2E-06         -210.859      
              553.85E-06        -211.251      
              556.501E-06       -214.644      
              559.151E-06       -226.687      
              561.801E-06       -220.482      
              564.45E-06        -228.132      
              567.1E-06         -233.161      
              569.752E-06       -217.157      
              572.401E-06       -217.091      
              575.05E-06        -220.992      
              577.701E-06       -238.379      
              580.351E-06       -232.096      
              583.001E-06       -167.672      
              585.651E-06       -246.574      
              588.3E-06         -240.194      
              590.95E-06        -201.28       
              593.601E-06       -186.849      
              596.25E-06        -205.065      
              598.901E-06       -188.558      
              601.551E-06       -193.862      
              604.2E-06         -208.629      
              606.85E-06        -205.084      
              609.501E-06       -140.467      
              612.151E-06       -193.181      
              614.801E-06       -170.077      
              617.451E-06       -172.904      
              620.1E-06         -181.702      
              622.75E-06        -200.73       
              625.401E-06       -202.871      
              628.051E-06       -237.879      
              630.701E-06       -201.245      
              633.351E-06       -193.458      
              636.E-06          -251.362      
              638.65E-06        -196.445      
              641.301E-06       -264.467      
              643.951E-06       -235.945      
              646.601E-06       -244.45       
              649.25E-06        -250.224      
              651.9E-06         -216.234      
              654.55E-06        -256.985      
              657.201E-06       -225.398      
              659.851E-06       -267.26       
              662.501E-06       -237.604      
              665.15E-06        -211.49       
              667.8E-06         -250.413      
              670.452E-06       -220.462      
              673.101E-06       -232.26       
              675.751E-06       -232.485      
              678.401E-06       -264.54       
              681.05E-06        -217.736      
              683.7E-06         -238.254      
              686.351E-06       -200.873      
              689.001E-06       -251.506      
              691.651E-06       -235.565      
              694.301E-06       -207.903      
              696.95E-06        -263.323      
              699.6E-06         -219.871      
              702.251E-06       -232.525      
              704.901E-06       -213.032      
              707.551E-06       -215.828      
              710.201E-06       -233.295      
              712.85E-06        -218.866      
              715.501E-06       -219.909      
              718.151E-06       -220.202      
              720.801E-06       -240.662      
              723.451E-06       -255.443      
              726.1E-06         -244.353      
              728.75E-06        -232.63       
              731.401E-06       -204.499      
              734.051E-06       -215.806      
              736.701E-06       -224.857      
              739.351E-06        -85.8343     
              742.E-06          -119.758      
              744.65E-06        -166.028      
              747.301E-06       -123.941      
              749.951E-06       -145.442      
              752.601E-06       -156.966      
              755.25E-06        -134.179      
              757.9E-06         -123.54       
              760.552E-06       -174.891      
              763.201E-06       -200.881      
              765.851E-06       -225.541      
              768.501E-06       -260.67       
              771.15E-06        -246.154      
              773.8E-06         -234.171      
              776.451E-06       -226.116      
              779.101E-06       -233.281      
              781.751E-06       -245.592      
              784.401E-06       -244.777      
              787.05E-06        -244.034      
              789.7E-06         -253.604      
              792.351E-06       -237.472      
              795.001E-06       -239.031      
              797.651E-06       -254.496      
              800.301E-06       -246.454      
              802.95E-06        -261.779      
              805.6E-06         -255.691      
              808.251E-06       -262.324      
              810.901E-06       -259.215      
              813.551E-06       -256.893      
              816.201E-06       -264.69       
              818.85E-06        -235.083      
