
                  X               _temp_1     

                0.              -880.152E-06  
                1.30055E-06     -515.638      
                2.60114E-06      227.93       
                3.90053E-06      228.864      
                5.20114E-06     -424.236      
                6.50053E-06     -162.116      
                7.80107E-06      202.895      
                9.10119E-06     -250.984      
               10.4001E-06      -287.988      
               11.7002E-06       112.949      
               13.0003E-06      -121.486      
               14.3004E-06      -343.17       
               15.6008E-06       799.023E-03  
               16.9007E-06       -67.8704     
               18.2006E-06      -384.51       
               19.5005E-06      -130.586      
               20.8004E-06       -13.9735     
               22.1002E-06      -376.223      
               23.4001E-06      -266.437      
               24.7E-06           35.8074     
               26.0011E-06      -221.148      
               27.301E-06       -361.59       
               28.6009E-06       -21.5853     
               29.9007E-06       -55.9589     
               31.2006E-06      -339.994      
               32.5005E-06      -175.163      
               33.8004E-06        -2.97029    
               35.1003E-06      -252.542      
               36.4002E-06      -277.746      
               37.7E-06          -69.9252     
               39.0011E-06      -187.276      
               40.301E-06       -297.53       
               41.6009E-06      -157.729      
               42.9008E-06      -160.639      
               44.2007E-06      -288.237      
               45.5005E-06      -191.206      
               46.8004E-06      -145.073      
               48.1003E-06      -285.623      
               49.4002E-06      -251.787      
               50.7001E-06      -133.854      
               52.0012E-06      -252.07       
               53.3011E-06      -309.603      
               54.6009E-06      -163.076      
               55.9008E-06      -196.067      
               57.2007E-06      -325.205      
               58.5006E-06      -234.138      
               59.8005E-06      -160.205      
               61.1002E-06      -276.531      
               62.401E-06       -280.335      
               63.7006E-06      -177.815      
               65.0002E-06      -226.626      
               66.301E-06       -293.083      
               67.6006E-06      -219.69       
               68.9002E-06      -228.453      
               70.201E-06       -294.164      
               71.5006E-06      -260.375      
               72.8002E-06      -240.768      
               74.1007E-06      -299.712      
               75.4003E-06      -273.419      
               76.7003E-06      -236.715      
               78.0005E-06      -268.868      
               79.3001E-06      -272.017      
               80.6009E-06      -220.986      
               81.9005E-06      -264.663      
               83.2001E-06      -301.376      
               84.5009E-06      -249.395      
               85.8005E-06      -240.913      
               87.1001E-06      -299.44       
               88.401E-06       -278.194      
               89.7003E-06      -248.262      
               91.0008E-06      -259.73       
               92.3004E-06      -290.702      
               93.6012E-06      -221.177      
               94.9008E-06      -280.015      
               96.2011E-06      -291.746      
               97.5002E-06      -278.822      
               98.8006E-06      -268.945      
              100.101E-06       -303.113      
              101.4E-06         -289.361      
              102.701E-06       -285.345      
              104.E-06          -316.583      
              105.301E-06       -307.623      
              106.601E-06       -295.635      
              107.9E-06         -315.069      
              109.201E-06       -323.105      
              110.501E-06       -302.032      
              111.8E-06         -204.741      
              113.1E-06         -249.18       
              114.401E-06       -312.195      
              115.7E-06         -293.853      
              117.001E-06       -326.54       
              118.301E-06       -333.064      
              119.6E-06         -306.734      
              120.901E-06       -326.011      
              122.2E-06         -332.761      
              123.5E-06         -138.292      
              124.801E-06        -80.6365     
              126.1E-06         -122.391      
              127.4E-06         -188.77       
              128.701E-06       -222.678      
              130.E-06          -256.834      
              131.3E-06         -299.506      
              132.601E-06       -302.384      
              133.9E-06         -300.525      
              135.2E-06         -278.651      
              136.501E-06       -279.651      
              137.801E-06       -303.727      
              139.1E-06         -297.859      
              140.401E-06       -303.29       
              141.701E-06       -284.257      
              143.E-06          -320.089      
              144.301E-06       -270.729      
              145.601E-06       -277.238      
              146.9E-06         -290.376      
              148.201E-06       -125.103      
              149.501E-06       -277.963      
              150.8E-06         -295.457      
              152.101E-06       -295.383      
              153.401E-06       -283.672      
              154.7E-06         -289.194      
              156.001E-06       -296.846      
              157.301E-06       -294.441      
              158.601E-06       -243.977      
              159.901E-06       -242.34       
              161.201E-06       -279.947      
              162.5E-06         -270.491      
              163.801E-06       -300.625      
              165.101E-06       -300.354      
              166.4E-06         -307.534      
              167.701E-06       -309.09       
              169.001E-06       -313.123      
              170.3E-06         -317.726      
              171.601E-06       -302.787      
              172.901E-06       -274.761      
              174.2E-06         -323.084      
              175.501E-06       -335.989      
              176.8E-06         -312.046      
              178.101E-06       -334.433      
              179.4E-06         -311.205      
              180.7E-06         -329.25       
              182.001E-06       -315.103      
              183.301E-06       -324.786      
              184.6E-06         -315.952      
              185.901E-06       -341.709      
              187.201E-06       -332.568      
              188.5E-06         -309.613      
              189.801E-06       -313.364      
              191.101E-06       -330.548      
              192.4E-06         -326.153      
              193.701E-06       -320.808      
              195.001E-06       -463.754      
              196.3E-06         -196.192      
              197.601E-06       -261.961      
              198.901E-06       -326.637      
              200.2E-06         -326.254      
              201.501E-06       -332.694      
              202.801E-06       -338.681      
              204.1E-06         -302.998      
              205.401E-06       -339.877      
              206.701E-06       -343.61       
              208.E-06          -345.157      
              209.3E-06         -341.393      
              210.601E-06       -355.766      
              211.901E-06       -345.158      
              213.2E-06         -331.723      
              214.501E-06       -329.346      
              215.801E-06       -344.207      
              217.1E-06         -331.357      
              218.401E-06       -337.789      
              219.701E-06        -64.3644     
              221.001E-06        -67.1801     
              222.301E-06        -83.5885     
              223.601E-06       -115.257      
              224.901E-06       -109.681      
              226.2E-06         -142.589      
              227.5E-06         -120.366      
              228.8E-06         -156.165      
              230.101E-06       -145.414      
              231.401E-06       -209.248      
              232.701E-06       -273.853      
              234.E-06          -254.984      
              235.3E-06         -233.552      
              236.601E-06       -261.594      
              237.901E-06       -300.184      
              239.2E-06         -340.663      
              240.501E-06       -233.688      
              241.801E-06       -270.554      
              243.1E-06         -311.574      
              244.4E-06         -326.213      
              245.701E-06       -333.029      
              247.E-06          -302.555      
              248.301E-06       -352.434      
              249.6E-06         -328.163      
              250.901E-06       -327.385      
              252.2E-06         -332.326      
              253.501E-06       -324.617      
              254.8E-06         -336.467      
              256.101E-06       -351.809      
              257.4E-06         -334.282      
              258.701E-06       -326.809      
              260.E-06          -340.425      
              261.301E-06       -344.248      
              262.6E-06         -354.643      
              263.9E-06         -339.764      
              265.201E-06       -342.574      
              266.501E-06       -358.654      
              267.8E-06         -249.374      
              269.101E-06       -162.587      
              270.4E-06         -180.466      
              271.7E-06         -233.29       
              273.001E-06       -181.332      
              274.3E-06         -155.324      
              275.601E-06       -131.997      
              276.9E-06         -191.883      
              278.201E-06       -176.496      
              279.5E-06         -137.177      
              280.801E-06       -130.224      
              282.1E-06         -128.077      
              283.401E-06       -199.522      
              284.7E-06         -260.875      
              286.001E-06       -244.113      
              287.3E-06         -301.891      
              288.601E-06       -267.775      
              289.9E-06         -290.157      
              291.201E-06       -318.102      
              292.5E-06         -255.381      
              293.801E-06       -300.273      
              295.1E-06         -305.32       
              296.401E-06       -285.715      
              297.7E-06         -297.179      
              299.001E-06       -312.982      
              300.3E-06         -294.179      
              301.601E-06       -316.707      
              302.9E-06         -303.937      
              304.201E-06       -316.559      
              305.501E-06       -222.4        
              306.801E-06       -291.412      
              308.101E-06       -297.977      
              309.401E-06       -257.064      
              310.701E-06       -287.43       
              312.E-06          -330.78       
              313.301E-06       -301.875      
              314.6E-06         -305.72       
              315.901E-06       -298.29       
              317.2E-06         -295.991      
              318.501E-06       -290.759      
              319.801E-06       -308.08       
              321.101E-06       -284.018      
              322.4E-06         -277.922      
              323.701E-06       -257.328      
              325.001E-06       -136.546      
              326.301E-06       -199.097      
              327.601E-06       -242.832      
              328.901E-06       -274.196      
              330.201E-06       -277.351      
              331.501E-06       -290.393      
              332.8E-06         -310.481      
              334.101E-06       -289.844      
              335.4E-06         -308.76       
              336.701E-06       -310.354      
              338.E-06          -301.317      
              339.301E-06       -298.49       
              340.6E-06         -193.906      
              341.901E-06       -141.268      
              343.2E-06         -214.619      
              344.501E-06       -249.743      
              345.801E-06       -288.119      
              347.101E-06       -288.585      
              348.401E-06       -226.947      
              349.701E-06       -245.406      
              351.001E-06       -283.399      
              352.3E-06         -290.472      
              353.601E-06       -285.577      
              354.9E-06         -139.037      
              356.201E-06       -252.726      
              357.5E-06         -285.199      
              358.801E-06       -278.226      
              360.1E-06         -296.769      
              361.401E-06       -288.707      
              362.7E-06         -294.067      
              364.001E-06       -307.93       
              365.3E-06         -300.669      
              366.601E-06       -305.055      
              367.9E-06         -318.364      
              369.201E-06       -302.215      
              370.5E-06         -299.885      
              371.801E-06       -325.554      
              373.1E-06         -272.112      
              374.401E-06       -314.864      
              375.7E-06         -258.256      
              377.001E-06       -233.898      
              378.3E-06         -275.311      
              379.601E-06       -289.15       
              380.9E-06         -285.707      
              382.201E-06       -295.149      
              383.5E-06         -292.125      
              384.801E-06       -311.747      
              386.101E-06       -250.99       
              387.401E-06       -302.749      
              388.701E-06       -279.741      
              390.001E-06       -293.435      
              391.301E-06       -269.957      
              392.6E-06         -282.635      
              393.901E-06       -288.296      
              395.2E-06         -288.833      
              396.501E-06       -259.164      
              397.8E-06         -277.219      
              399.101E-06       -259.724      
              400.4E-06         -256.038      
              401.701E-06       -306.633      
              403.E-06          -196.033      
              404.301E-06       -122.253      
              405.6E-06         -121.178      
              406.901E-06       -161.627      
              408.2E-06         -166.888      
              409.501E-06       -154.22       
              410.8E-06         -212.451      
              412.101E-06       -274.691      
              413.4E-06         -271.853      
              414.701E-06       -255.085      
              416.001E-06       -273.95       
              417.301E-06       -300.465      
              418.601E-06       -258.948      
              419.901E-06       -281.386      
              421.201E-06       -287.457      
              422.5E-06         -271.821      
              423.801E-06       -273.129      
              425.1E-06         -277.943      
              426.401E-06       -286.056      
              427.7E-06         -288.813      
              429.001E-06       -260.435      
              430.301E-06       -153.635      
              431.6E-06         -187.245      
              432.901E-06       -273.182      
              434.2E-06         -260.483      
              435.501E-06       -246.222      
              436.8E-06         -280.97       
              438.101E-06       -321.645      
              439.4E-06         -295.413      
              440.701E-06       -278.773      
              442.E-06          -306.069      
              443.301E-06       -289.859      
              444.6E-06         -286.889      
              445.901E-06       -282.017      
              447.201E-06       -273.353      
              448.501E-06       -293.065      
              449.801E-06       -273.88       
              451.101E-06       -297.025      
              452.401E-06       -228.705      
              453.7E-06         -213.452      
              455.001E-06       -308.694      
              456.3E-06         -283.593      
              457.601E-06       -198.746      
              458.9E-06         -260.993      
              460.201E-06       -320.258      
              461.5E-06         -304.244      
              462.801E-06       -278.505      
              464.1E-06         -278.335      
              465.401E-06       -306.904      
              466.7E-06         -277.076      
              468.001E-06       -273.342      
              469.3E-06         -270.841      
              470.601E-06       -279.005      
              471.9E-06         -274.918      
              473.201E-06       -291.782      
              474.5E-06         -219.427      
              475.801E-06       -212.451      
              477.1E-06         -243.899      
              478.401E-06       -304.499      
              479.7E-06         -249.116      
