
                  X               _temp_2     

                0.                 0.         
                2.65074E-06      -46.2442     
                5.30002E-06        9.85191    
                7.95091E-06       45.0397     
               10.6002E-06       -75.423      
               13.2511E-06       114.455      
               15.9001E-06       -99.0193     
               18.551E-06          7.20442    
               21.2004E-06        22.3624     
               23.8513E-06       -51.9505     
               26.5007E-06        23.0278     
               29.15E-06         -34.2632     
               31.801E-06        -24.5879     
               34.4503E-06       -31.7801     
               37.1013E-06        24.5392     
               39.7507E-06       -69.3118     
               42.4E-06          -16.1821     
               45.051E-06        -48.9236     
               47.7003E-06       -75.1586     
               50.3513E-06        -9.06318    
               53.0006E-06       -78.9907     
               55.65E-06         -50.8389     
               58.3009E-06       -69.9064     
               60.9503E-06       -68.2311     
               63.6013E-06       -73.8119     
               66.2506E-06       -64.2019     
               68.9016E-06       -88.9031     
               71.5509E-06       -97.3705     
               74.2003E-06       -76.1728     
               76.8512E-06      -111.298      
               79.5006E-06       -82.5963     
               82.1516E-06      -109.51       
               84.8009E-06      -115.866      
               87.4503E-06      -111.075      
               90.1012E-06      -122.266      
               92.7506E-06      -122.879      
               95.4015E-06      -131.524      
               98.0509E-06      -133.893      
              100.7E-06         -147.698      
              103.351E-06       -133.761      
              106.001E-06       -148.924      
              108.652E-06       -148.85       
              111.301E-06       -148.033      
              113.95E-06        -158.48       
              116.601E-06       -149.66       
              119.251E-06       -156.369      
              121.901E-06       -156.905      
              124.551E-06       -160.674      
              127.201E-06       -158.009      
              129.851E-06       -160.457      
              132.501E-06       -156.525      
              135.151E-06       -158.575      
              137.8E-06         -164.12       
              140.451E-06       -159.157      
              143.101E-06       -164.063      
              145.751E-06       -160.457      
              148.4E-06         -162.328      
              151.051E-06       -164.222      
              153.7E-06         -165.703      
              156.351E-06       -165.973      
              159.001E-06       -122.087      
              161.651E-06       -156.802      
              164.3E-06         -162.593      
              166.951E-06       -172.225      
              169.601E-06       -172.896      
              172.25E-06        -176.973      
              174.901E-06       -180.611      
              177.55E-06        -181.863      
              180.2E-06         -184.713      
              182.85E-06        -187.23       
              185.5E-06         -189.075      
              188.15E-06        -189.632      
              190.8E-06          -88.8004     
              193.451E-06       -132.907      
              196.1E-06         -139.391      
              198.751E-06       -153.438      
              201.4E-06         -161.907      
              204.05E-06        -171.169      
              206.7E-06         -176.877      
              209.351E-06       -179.519      
              212.001E-06       -186.809      
              214.651E-06       -192.851      
              217.301E-06       -197.95       
              219.951E-06       -198.655      
              222.6E-06         -203.949      
              225.251E-06       -206.857      
              227.9E-06         -213.27       
              230.55E-06        -215.38       
              233.201E-06        -82.5792     
              235.85E-06        -109.851      
              238.501E-06       -163.499      
              241.151E-06       -194.348      
              243.8E-06           -6.78466    
              246.451E-06        -17.8588     
              249.101E-06        -11.7118     
              251.751E-06        -65.551      
              254.401E-06        -10.4431     
              257.05E-06         -48.0368     
              259.702E-06        -79.5624     
              262.351E-06       -115.896      
              265.001E-06       -123.797      
              267.651E-06       -148.131      
              270.3E-06         -157.773      
              272.95E-06        -152.266      
              275.601E-06       -171.207      
              278.251E-06       -194.002      
              280.9E-06         -195.028      
              283.55E-06        -166.157      
              286.2E-06         -113.065      
              288.85E-06        -116.291      
              291.501E-06       -144.405      
              294.151E-06       -149.514      
              296.801E-06       -153.828      
              299.45E-06        -158.486      
              302.1E-06         -162.183      
              304.751E-06       -166.584      
              307.401E-06       -131.649      
              310.05E-06        -132.328      
              312.701E-06       -134.818      
              315.35E-06        -132.252      
              318.E-06           -36.9609     
              320.65E-06         -52.1346     
              323.301E-06        -56.1524     
              325.95E-06         -56.0115     
              328.601E-06        -26.5676     
              331.251E-06        -11.2026     
              333.9E-06           -7.13864    
              336.55E-06         -60.8037     
              339.2E-06         -102.303      
              341.851E-06        -28.3152     
              344.501E-06        -57.1558     
              347.151E-06       -114.237      
              349.801E-06       -129.975      
              352.451E-06       -143.417      
              355.101E-06       -155.069      
              357.75E-06        -164.796      
              360.4E-06         -166.436      
              363.05E-06         -43.8628     
              365.701E-06        -95.5754     
              368.351E-06       -127.135      
              371.001E-06       -142.773      
              373.651E-06       -145.011      
              376.3E-06         -126.815      
              378.95E-06        -137.905      
              381.601E-06        180.384E-03  
              384.251E-06        -31.9993     
              386.901E-06        -55.4635     
              389.551E-06        -64.2213     
              392.2E-06          -35.5823     
              394.85E-06         -43.3466     
