
                  X               _temp_4     

                0.                 0.         
                2.65034E-06      -38.8444     
                5.30069E-06        3.58771    
                7.95104E-06       60.2831     
               10.6002E-06      -128.432      
               13.2505E-06        81.9436     
               15.9009E-06      -108.096      
               18.5502E-06       -64.7191     
               21.2005E-06        14.3708     
               23.8509E-06      -134.436      
               26.5001E-06       -22.6147     
               29.1505E-06       -75.4695     
               31.8009E-06       -63.943      
               34.45E-06         -72.9967     
               37.1004E-06       -50.6607     
               39.7508E-06       -95.1513     
               42.4012E-06       -79.8314     
               45.0504E-06       -42.041      
               47.7007E-06      -117.492      
               50.3511E-06       -38.9683     
               53.0003E-06       -93.1163     
               55.6507E-06       -90.1692     
               58.3011E-06       -61.456      
               60.9502E-06       -99.9743     
               63.6001E-06       -76.403      
               66.2508E-06       -85.6333     
               68.9004E-06       -78.098      
               71.5512E-06       -93.9218     
               74.2008E-06       -76.0968     
               76.8503E-06       -86.4976     
               79.5011E-06       -94.9646     
               82.1507E-06       -69.8169     
               84.8003E-06      -100.904      
               87.451E-06        -84.3358     
               90.1006E-06       -86.5181     
               92.7502E-06       -97.9428     
               95.401E-06        -89.9471     
               98.0506E-06      -100.868      
              100.7E-06          -99.1387     
              103.351E-06       -104.962      
              106.E-06           -78.5767     
              108.65E-06         -90.1089     
              111.301E-06        -91.4383     
              113.95E-06         -87.7133     
              116.601E-06        -97.3074     
              119.251E-06        -92.7516     
              121.9E-06         -101.346      
              124.55E-06        -101.12       
              127.2E-06          -80.3134     
              129.85E-06         -90.2716     
              132.5E-06          -94.1601     
              135.15E-06         -98.6496     
              137.8E-06          -98.9946     
              140.45E-06        -102.435      
              143.101E-06        -76.1266     
              145.751E-06        -85.4488     
              148.4E-06          -88.4556     
              151.051E-06        -92.5426     
              153.701E-06        -65.4924     
              156.351E-06        -75.5014     
              159.001E-06        -86.8529     
              161.651E-06        -92.675      
              164.3E-06         -100.049      
              166.951E-06       -102.521      
              169.6E-06          -80.1019     
              172.251E-06        -85.2109     
              174.9E-06          -87.1279     
              177.551E-06        -93.4725     
              180.201E-06       -103.594      
              182.85E-06         -71.017      
              185.501E-06        -81.3537     
              188.151E-06        -82.6432     
              190.8E-06          -92.6458     
              193.451E-06       -102.897      
              196.1E-06          -75.7999     
              198.751E-06        -75.9155     
              201.401E-06        -83.2728     
              204.05E-06         -91.8381     
              206.701E-06        -98.5512     
              209.351E-06       -102.941      
              212.001E-06        -74.4946     
              214.65E-06         -86.0766     
              217.301E-06        -91.2665     
              219.951E-06       -100.63       
              222.6E-06         -104.926      
              225.251E-06        -93.0424     
              227.9E-06          -84.9206     
              230.551E-06        -90.8175     
              233.201E-06       -100.041      
              235.85E-06        -104.738      
              238.5E-06          -74.5537     
              241.151E-06        -82.0937     
              243.8E-06          -90.6504     
              246.45E-06         -93.5102     
              249.101E-06       -102.392      
              251.751E-06        -77.2373     
              254.4E-06          -88.1415     
              257.051E-06        -90.4539     
              259.701E-06        -96.3426     
              262.35E-06        -101.709      
              265.001E-06        -79.0821     
              267.651E-06        -90.2084     
              270.3E-06          -90.6278     
              272.951E-06        -98.6345     
              275.601E-06       -100.067      
              278.25E-06         -85.7707     
              280.9E-06          -92.899      
              283.551E-06       -102.282      
              286.201E-06       -105.927      
              288.85E-06        -109.327      
              291.501E-06        -89.8539     
              294.151E-06        -97.138      
              296.8E-06         -106.337      
              299.451E-06       -107.334      
              302.101E-06       -112.611      
              304.751E-06        -93.9056     
              307.401E-06        -95.3373     
              310.051E-06       -105.116      
              312.701E-06       -106.78       
              315.35E-06         -92.9095     
              318.E-06          -110.173      
              320.65E-06        -102.132      
              323.3E-06         -112.574      
              325.951E-06       -111.936      
              328.6E-06          -97.8277     
              331.25E-06        -105.625      
              333.9E-06         -111.952      
              336.551E-06       -114.099      
              339.201E-06       -105.1        
              341.851E-06       -106.045      
              344.501E-06       -113.252      
              347.15E-06        -109.368      
              349.8E-06         -115.006      
              352.45E-06        -101.271      
              355.1E-06         -103.493      
              357.75E-06        -106.717      
              360.4E-06         -119.49       
              363.051E-06       -119.545      
              365.701E-06       -123.362      
              368.351E-06       -111.299      
              371.001E-06       -112.021      
              373.651E-06       -124.848      
              376.301E-06        -86.0725     
              378.951E-06       -116.097      
              381.6E-06         -106.409      
              384.25E-06        -113.435      
              386.9E-06          -83.3487     
              389.55E-06        -114.103      
